id,name,menuId,status,type,deletedAt,createdAt,updatedAt,parentId,blackList,whiteList,assignTo,icon,connectTo,customer,policy,rfq,store,categoryType,aliases
904,20V,,ACTIVE,,,2026-04-01 23:27:25.85,2026-04-01 23:27:25.85,903,NO,NO,,,,,,,,,"{""ar"": [""20v""]}"
919,Needle Nose,,ACTIVE,,,2026-04-01 23:27:25.893,2026-04-01 23:27:25.893,918,NO,NO,,,,,,,,,"{""ar"": [""إبرة""]}"
936,Interior Paint,,ACTIVE,,,2026-04-01 23:27:25.94,2026-04-01 23:27:25.94,935,NO,NO,,,,,,,,,"{""ar"": [""طلاء""]}"
939,Paint Brushes,,ACTIVE,,,2026-04-01 23:27:25.948,2026-04-01 23:27:25.948,935,NO,NO,,,,,,,,,"{""ar"": [""طلاء""]}"
943,Door Locks,,ACTIVE,,,2026-04-01 23:27:25.957,2026-04-01 23:27:25.957,942,NO,NO,,,,,,,,,"{""ar"": [""باب""]}"
956,Metal,,ACTIVE,,,2026-04-01 23:27:25.989,2026-04-01 23:27:25.989,955,NO,NO,,,,,,,,,"{""ar"": [""معدن""]}"
957,Flush Mount,,ACTIVE,,,2026-04-01 23:27:25.991,2026-04-01 23:27:25.991,950,NO,NO,,,,,,,,,"{""ar"": [""تثبيت""]}"
963,Adjustable,,ACTIVE,,,2026-04-01 23:27:26.005,2026-04-01 23:27:26.005,962,NO,NO,,,,,,,,,"{""ar"": [""قابل للتعديل""]}"
966,Dimmable,,ACTIVE,,,2026-04-01 23:27:26.012,2026-04-01 23:27:26.012,965,NO,NO,,,,,,,,,"{""ar"": [""قابل للتعتيم""]}"
969,Adjustable,,ACTIVE,,,2026-04-01 23:27:26.018,2026-04-01 23:27:26.018,968,NO,NO,,,,,,,,,"{""ar"": [""قابل للتعديل""]}"
974,Motion Sensor,,ACTIVE,,,2026-04-01 23:27:26.029,2026-04-01 23:27:26.029,973,NO,NO,,,,,,,,,"{""ar"": [""حساس""]}"
902,Drills,,ACTIVE,,,2026-04-01 23:27:25.845,2026-04-01 23:27:25.845,901,NO,NO,,,,,,,,,"{""en"": [""drills""]}"
903,Cordless,,ACTIVE,,,2026-04-01 23:27:25.848,2026-04-01 23:27:25.848,902,NO,NO,,,,,,,,,"{""en"": [""cordless""]}"
905,Saws,,ACTIVE,,,2026-04-01 23:27:25.853,2026-04-01 23:27:25.853,901,NO,NO,,,,,,,,,"{""en"": [""saws""]}"
907,7-1/4 inch,,ACTIVE,,,2026-04-01 23:27:25.859,2026-04-01 23:27:25.859,906,NO,NO,,,,,,,,,"{""en"": [""7-1/4 inch""]}"
908,Sanders,,ACTIVE,,,2026-04-01 23:27:25.862,2026-04-01 23:27:25.862,901,NO,NO,,,,,,,,,"{""en"": [""sanders""]}"
910,Variable Speed,,ACTIVE,,,2026-04-01 23:27:25.868,2026-04-01 23:27:25.868,909,NO,NO,,,,,,,,,"{""en"": [""variable speed""]}"
913,Precision,,ACTIVE,,,2026-04-01 23:27:25.876,2026-04-01 23:27:25.876,912,NO,NO,,,,,,,,,"{""en"": [""precision""]}"
914,Magnetic,,ACTIVE,,,2026-04-01 23:27:25.878,2026-04-01 23:27:25.878,913,NO,NO,,,,,,,,,"{""en"": [""magnetic""]}"
915,Wrench Sets,,ACTIVE,,,2026-04-01 23:27:25.881,2026-04-01 23:27:25.881,911,NO,NO,,,,,,,,,"{""en"": [""wrench sets""]}"
916,Combination,,ACTIVE,,,2026-04-01 23:27:25.884,2026-04-01 23:27:25.884,915,NO,NO,,,,,,,,,"{""en"": [""combination""]}"
918,Pliers,,ACTIVE,,,2026-04-01 23:27:25.89,2026-04-01 23:27:25.89,911,NO,NO,,,,,,,,,"{""en"": [""pliers""]}"
920,Insulated,,ACTIVE,,,2026-04-01 23:27:25.895,2026-04-01 23:27:25.895,919,NO,NO,,,,,,,,,"{""en"": [""insulated""]}"
922,Faucets,,ACTIVE,,,2026-04-01 23:27:25.9,2026-04-01 23:27:25.9,921,NO,NO,,,,,,,,,"{""en"": [""faucets""]}"
924,Pull-Down,,ACTIVE,,,2026-04-01 23:27:25.906,2026-04-01 23:27:25.906,923,NO,NO,,,,,,,,,"{""en"": [""pull-down""]}"
926,Rain,,ACTIVE,,,2026-04-01 23:27:25.911,2026-04-01 23:27:25.911,925,NO,NO,,,,,,,,,"{""en"": [""rain""]}"
928,Electrical,,ACTIVE,,,2026-04-01 23:27:25.918,2026-04-01 23:27:25.918,900,NO,NO,,,,,,,,,"{""en"": [""electrical""]}"
933,Wi-Fi,,ACTIVE,,,2026-04-01 23:27:25.932,2026-04-01 23:27:25.932,932,NO,NO,,,,,,,,,"{""en"": [""wi-fi""]}"
935,Painting,,ACTIVE,,,2026-04-01 23:27:25.938,2026-04-01 23:27:25.938,900,NO,NO,,,,,,,,,"{""en"": [""painting""]}"
937,Latex,,ACTIVE,,,2026-04-01 23:27:25.942,2026-04-01 23:27:25.942,936,NO,NO,,,,,,,,,"{""en"": [""latex""]}"
940,Trim,,ACTIVE,,,2026-04-01 23:27:25.95,2026-04-01 23:27:25.95,939,NO,NO,,,,,,,,,"{""en"": [""trim""]}"
941,Angled,,ACTIVE,,,2026-04-01 23:27:25.952,2026-04-01 23:27:25.952,940,NO,NO,,,,,,,,,"{""en"": [""angled""]}"
945,Fingerprint,,ACTIVE,,,2026-04-01 23:27:25.962,2026-04-01 23:27:25.962,944,NO,NO,,,,,,,,,"{""en"": [""fingerprint""]}"
946,Hinges,,ACTIVE,,,2026-04-01 23:27:25.964,2026-04-01 23:27:25.964,942,NO,NO,,,,,,,,,"{""en"": [""hinges""]}"
947,Cabinet,,ACTIVE,,,2026-04-01 23:27:25.967,2026-04-01 23:27:25.967,946,NO,NO,,,,,,,,,"{""en"": [""cabinet""]}"
949,Lighting,,ACTIVE,,,2026-04-01 23:27:25.972,2026-04-01 23:27:25.972,662,NO,NO,,,,,,,,,"{""en"": [""lighting""]}"
951,Chandeliers,,ACTIVE,,,2026-04-01 23:27:25.977,2026-04-01 23:27:25.977,950,NO,NO,,,,,,,,,"{""en"": [""chandeliers""]}"
953,Modern,,ACTIVE,,,2026-04-01 23:27:25.981,2026-04-01 23:27:25.981,952,NO,NO,,,,,,,,,"{""en"": [""modern""]}"
954,Pendant Lights,,ACTIVE,,,2026-04-01 23:27:25.984,2026-04-01 23:27:25.984,950,NO,NO,,,,,,,,,"{""en"": [""pendant lights""]}"
965,Touch,,ACTIVE,,,2026-04-01 23:27:26.01,2026-04-01 23:27:26.01,964,NO,NO,,,,,,,,,"{""en"": [""touch""]}"
968,Arc,,ACTIVE,,,2026-04-01 23:27:26.016,2026-04-01 23:27:26.016,967,NO,NO,,,,,,,,,"{""en"": [""arc""]}"
975,String Lights,,ACTIVE,,,2026-04-01 23:27:26.032,2026-04-01 23:27:26.032,971,NO,NO,,,,,,,,,"{""en"": [""string lights""]}"
980,Color Changing,,ACTIVE,,,2026-04-01 23:27:26.043,2026-04-01 23:27:26.043,979,NO,NO,,,,,,,,,"{""en"": [""color changing""]}"
981,Wi-Fi,,ACTIVE,,,2026-04-01 23:27:26.045,2026-04-01 23:27:26.045,980,NO,NO,,,,,,,,,"{""en"": [""wi-fi""]}"
984,Organizers,,ACTIVE,,,2026-04-01 23:27:26.052,2026-04-01 23:27:26.052,983,NO,NO,,,,,,,,,"{""en"": [""organizers""]}"
985,Hanging,,ACTIVE,,,2026-04-01 23:27:26.054,2026-04-01 23:27:26.054,984,NO,NO,,,,,,,,,"{""en"": [""hanging""]}"
1026,Skincare,,ACTIVE,,,2026-04-01 23:27:26.149,2026-04-01 23:27:26.149,1025,NO,NO,,,,,,,,,"{""ar"": [""عناية بالبشرة""]}"
1044,Eye Cream,,ACTIVE,,,2026-04-01 23:27:26.191,2026-04-01 23:27:26.191,1043,NO,NO,,,,,,,,,"{""ar"": [""كريم""]}"
1047,Body Lotion,,ACTIVE,,,2026-04-01 23:27:26.198,2026-04-01 23:27:26.198,1046,NO,NO,,,,,,,,,"{""ar"": [""لوشن""]}"
1057,Makeup,,ACTIVE,,,2026-04-01 23:27:26.221,2026-04-01 23:27:26.221,1025,NO,NO,,,,,,,,,"{""ar"": [""مكياج""]}"
1069,Cream,,ACTIVE,,,2026-04-01 23:27:26.249,2026-04-01 23:27:26.249,1068,NO,NO,,,,,,,,,"{""ar"": [""كريم""]}"
1077,Waterproof,,ACTIVE,,,2026-04-01 23:27:26.27,2026-04-01 23:27:26.27,1076,NO,NO,,,,,,,,,"{""ar"": [""مقاوم للماء""]}"
997,Stainless,,ACTIVE,,,2026-04-01 23:27:26.082,2026-04-01 23:27:26.082,996,NO,NO,,,,,,,,,"{""ar"": [""ستانلس""]}"
1004,Plastic,,ACTIVE,,,2026-04-01 23:27:26.098,2026-04-01 23:27:26.098,1003,NO,NO,,,,,,,,,"{""ar"": [""بلاستيك""]}"
1006,Cleaning Supplies,,ACTIVE,,,2026-04-01 23:27:26.102,2026-04-01 23:27:26.102,662,NO,NO,,,,,,,,,"{""ar"": [""تنظيف""]}"
1013,Lightweight,,ACTIVE,,,2026-04-01 23:27:26.118,2026-04-01 23:27:26.118,1012,NO,NO,,,,,,,,,"{""ar"": [""خفيف""]}"
1016,Multi-Surface,,ACTIVE,,,2026-04-01 23:27:26.125,2026-04-01 23:27:26.125,1015,NO,NO,,,,,,,,,"{""ar"": [""متعدد""]}"
1019,Detergent,,ACTIVE,,,2026-04-01 23:27:26.132,2026-04-01 23:27:26.132,1018,NO,NO,,,,,,,,,"{""ar"": [""منظف""]}"
1023,Foldable,,ACTIVE,,,2026-04-01 23:27:26.141,2026-04-01 23:27:26.141,1022,NO,NO,,,,,,,,,"{""ar"": [""قابل للطي""]}"
1035,Vitamin C,,ACTIVE,,,2026-04-01 23:27:26.17,2026-04-01 23:27:26.17,1034,NO,NO,,,,,,,,,"{""ar"": [""فيتامين""]}"
1039,Mineral,,ACTIVE,,,2026-04-01 23:27:26.18,2026-04-01 23:27:26.18,1038,NO,NO,,,,,,,,,"{""ar"": [""معدن""]}"
1043,Eye Care,,ACTIVE,,,2026-04-01 23:27:26.189,2026-04-01 23:27:26.189,1027,NO,NO,,,,,,,,,"{""ar"": [""عناية""]}"
991,Spice Racks,,ACTIVE,,,2026-04-01 23:27:26.067,2026-04-01 23:27:26.067,990,NO,NO,,,,,,,,,"{""en"": [""spice racks""]}"
992,Countertop,,ACTIVE,,,2026-04-01 23:27:26.07,2026-04-01 23:27:26.07,991,NO,NO,,,,,,,,,"{""en"": [""countertop""]}"
994,Bathroom,,ACTIVE,,,2026-04-01 23:27:26.075,2026-04-01 23:27:26.075,982,NO,NO,,,,,,,,,"{""en"": [""bathroom""]}"
995,Shower Caddies,,ACTIVE,,,2026-04-01 23:27:26.077,2026-04-01 23:27:26.077,994,NO,NO,,,,,,,,,"{""en"": [""shower caddies""]}"
996,Hanging,,ACTIVE,,,2026-04-01 23:27:26.08,2026-04-01 23:27:26.08,995,NO,NO,,,,,,,,,"{""en"": [""hanging""]}"
999,Shelving,,ACTIVE,,,2026-04-01 23:27:26.087,2026-04-01 23:27:26.087,998,NO,NO,,,,,,,,,"{""en"": [""shelving""]}"
1001,5-Tier,,ACTIVE,,,2026-04-01 23:27:26.091,2026-04-01 23:27:26.091,1000,NO,NO,,,,,,,,,"{""en"": [""5-tier""]}"
1005,Stackable,,ACTIVE,,,2026-04-01 23:27:26.1,2026-04-01 23:27:26.1,1004,NO,NO,,,,,,,,,"{""en"": [""stackable""]}"
1007,Vacuums,,ACTIVE,,,2026-04-01 23:27:26.104,2026-04-01 23:27:26.104,1006,NO,NO,,,,,,,,,"{""en"": [""vacuums""]}"
1010,LiDAR,,ACTIVE,,,2026-04-01 23:27:26.111,2026-04-01 23:27:26.111,1009,NO,NO,,,,,,,,,"{""en"": [""lidar""]}"
1011,Cordless,,ACTIVE,,,2026-04-01 23:27:26.113,2026-04-01 23:27:26.113,1007,NO,NO,,,,,,,,,"{""en"": [""cordless""]}"
1012,Stick,,ACTIVE,,,2026-04-01 23:27:26.116,2026-04-01 23:27:26.116,1011,NO,NO,,,,,,,,,"{""en"": [""stick""]}"
1015,Steam Mops,,ACTIVE,,,2026-04-01 23:27:26.123,2026-04-01 23:27:26.123,1014,NO,NO,,,,,,,,,"{""en"": [""steam mops""]}"
1018,Laundry,,ACTIVE,,,2026-04-01 23:27:26.13,2026-04-01 23:27:26.13,1006,NO,NO,,,,,,,,,"{""en"": [""laundry""]}"
1021,HE Compatible,,ACTIVE,,,2026-04-01 23:27:26.137,2026-04-01 23:27:26.137,1020,NO,NO,,,,,,,,,"{""en"": [""he compatible""]}"
1022,Drying Racks,,ACTIVE,,,2026-04-01 23:27:26.139,2026-04-01 23:27:26.139,1018,NO,NO,,,,,,,,,"{""en"": [""drying racks""]}"
1027,Face,,ACTIVE,,,2026-04-01 23:27:26.152,2026-04-01 23:27:26.152,1026,NO,NO,,,,,,,,,"{""en"": [""face""]}"
1028,Moisturizers,,ACTIVE,,,2026-04-01 23:27:26.154,2026-04-01 23:27:26.154,1027,NO,NO,,,,,,,,,"{""en"": [""moisturizers""]}"
1030,Retinol,,ACTIVE,,,2026-04-01 23:27:26.158,2026-04-01 23:27:26.158,1029,NO,NO,,,,,,,,,"{""en"": [""retinol""]}"
1031,Cleansers,,ACTIVE,,,2026-04-01 23:27:26.161,2026-04-01 23:27:26.161,1027,NO,NO,,,,,,,,,"{""en"": [""cleansers""]}"
1032,Gel,,ACTIVE,,,2026-04-01 23:27:26.163,2026-04-01 23:27:26.163,1031,NO,NO,,,,,,,,,"{""en"": [""gel""]}"
1034,Serums,,ACTIVE,,,2026-04-01 23:27:26.168,2026-04-01 23:27:26.168,1027,NO,NO,,,,,,,,,"{""en"": [""serums""]}"
1036,Brightening,,ACTIVE,,,2026-04-01 23:27:26.172,2026-04-01 23:27:26.172,1035,NO,NO,,,,,,,,,"{""en"": [""brightening""]}"
1040,Masks,,ACTIVE,,,2026-04-01 23:27:26.182,2026-04-01 23:27:26.182,1027,NO,NO,,,,,,,,,"{""en"": [""masks""]}"
1041,Sheet Masks,,ACTIVE,,,2026-04-01 23:27:26.184,2026-04-01 23:27:26.184,1040,NO,NO,,,,,,,,,"{""en"": [""sheet masks""]}"
1045,Dark Circles,,ACTIVE,,,2026-04-01 23:27:26.193,2026-04-01 23:27:26.193,1044,NO,NO,,,,,,,,,"{""en"": [""dark circles""]}"
1046,Body,,ACTIVE,,,2026-04-01 23:27:26.196,2026-04-01 23:27:26.196,1026,NO,NO,,,,,,,,,"{""en"": [""body""]}"
1048,Shea Butter,,ACTIVE,,,2026-04-01 23:27:26.201,2026-04-01 23:27:26.201,1047,NO,NO,,,,,,,,,"{""en"": [""shea butter""]}"
1050,Body Scrubs,,ACTIVE,,,2026-04-01 23:27:26.205,2026-04-01 23:27:26.205,1046,NO,NO,,,,,,,,,"{""en"": [""body scrubs""]}"
1051,Sugar,,ACTIVE,,,2026-04-01 23:27:26.207,2026-04-01 23:27:26.207,1050,NO,NO,,,,,,,,,"{""en"": [""sugar""]}"
1054,Lip Balm,,ACTIVE,,,2026-04-01 23:27:26.214,2026-04-01 23:27:26.214,1053,NO,NO,,,,,,,,,"{""en"": [""lip balm""]}"
1055,SPF,,ACTIVE,,,2026-04-01 23:27:26.216,2026-04-01 23:27:26.216,1054,NO,NO,,,,,,,,,"{""en"": [""spf""]}"
1058,Face,,ACTIVE,,,2026-04-01 23:27:26.223,2026-04-01 23:27:26.223,1057,NO,NO,,,,,,,,,"{""en"": [""face""]}"
1060,Liquid,,ACTIVE,,,2026-04-01 23:27:26.228,2026-04-01 23:27:26.228,1059,NO,NO,,,,,,,,,"{""en"": [""liquid""]}"
1061,Matte,,ACTIVE,,,2026-04-01 23:27:26.23,2026-04-01 23:27:26.23,1060,NO,NO,,,,,,,,,"{""en"": [""matte""]}"
1063,Full Coverage,,ACTIVE,,,2026-04-01 23:27:26.235,2026-04-01 23:27:26.235,1062,NO,NO,,,,,,,,,"{""en"": [""full coverage""]}"
1064,Stick,,ACTIVE,,,2026-04-01 23:27:26.237,2026-04-01 23:27:26.237,1063,NO,NO,,,,,,,,,"{""en"": [""stick""]}"
1065,Powder,,ACTIVE,,,2026-04-01 23:27:26.239,2026-04-01 23:27:26.239,1058,NO,NO,,,,,,,,,"{""en"": [""powder""]}"
1067,Translucent,,ACTIVE,,,2026-04-01 23:27:26.244,2026-04-01 23:27:26.244,1066,NO,NO,,,,,,,,,"{""en"": [""translucent""]}"
1068,Blush,,ACTIVE,,,2026-04-01 23:27:26.247,2026-04-01 23:27:26.247,1058,NO,NO,,,,,,,,,"{""en"": [""blush""]}"
1071,Eyes,,ACTIVE,,,2026-04-01 23:27:26.254,2026-04-01 23:27:26.254,1057,NO,NO,,,,,,,,,"{""en"": [""eyes""]}"
1072,Eyeshadow Palettes,,ACTIVE,,,2026-04-01 23:27:26.257,2026-04-01 23:27:26.257,1071,NO,NO,,,,,,,,,"{""en"": [""eyeshadow palettes""]}"
1075,Mascara,,ACTIVE,,,2026-04-01 23:27:26.265,2026-04-01 23:27:26.265,1071,NO,NO,,,,,,,,,"{""en"": [""mascara""]}"
1076,Volumizing,,ACTIVE,,,2026-04-01 23:27:26.267,2026-04-01 23:27:26.267,1075,NO,NO,,,,,,,,,"{""en"": [""volumizing""]}"
1079,Liquid,,ACTIVE,,,2026-04-01 23:27:26.275,2026-04-01 23:27:26.275,1078,NO,NO,,,,,,,,,"{""en"": [""liquid""]}"
1080,Felt Tip,,ACTIVE,,,2026-04-01 23:27:26.277,2026-04-01 23:27:26.277,1079,NO,NO,,,,,,,,,"{""en"": [""felt tip""]}"
1091,Brushes & Tools,,ACTIVE,,,2026-04-01 23:27:26.299,2026-04-01 23:27:26.299,1057,NO,NO,,,,,,,,,"{""ar"": [""أدوات""]}"
1094,12-Piece,,ACTIVE,,,2026-04-01 23:27:26.305,2026-04-01 23:27:26.305,1093,NO,NO,,,,,,,,,"{""ar"": [""12""]}"
1097,Original,,ACTIVE,,,2026-04-01 23:27:26.312,2026-04-01 23:27:26.312,1096,NO,NO,,,,,,,,,"{""ar"": [""أصلي""]}"
1106,Shampoo,,ACTIVE,,,2026-04-01 23:27:26.331,2026-04-01 23:27:26.331,1105,NO,NO,,,,,,,,,"{""ar"": [""شامبو""]}"
1115,Hair Spray,,ACTIVE,,,2026-04-01 23:27:26.351,2026-04-01 23:27:26.351,1114,NO,NO,,,,,,,,,"{""ar"": [""شعر""]}"
1118,Hair Wax,,ACTIVE,,,2026-04-01 23:27:26.358,2026-04-01 23:27:26.358,1114,NO,NO,,,,,,,,,"{""ar"": [""شعر""]}"
1122,Hair Dryers,,ACTIVE,,,2026-04-01 23:27:26.367,2026-04-01 23:27:26.367,1121,NO,NO,,,,,,,,,"{""ar"": [""شعر""]}"
1124,Professional,,ACTIVE,,,2026-04-01 23:27:26.372,2026-04-01 23:27:26.372,1123,NO,NO,,,,,,,,,"{""ar"": [""احترافي""]}"
1131,Hair Extensions,,ACTIVE,,,2026-04-01 23:27:26.388,2026-04-01 23:27:26.388,1105,NO,NO,,,,,,,,,"{""ar"": [""شعر""]}"
1133,Human Hair,,ACTIVE,,,2026-04-01 23:27:26.392,2026-04-01 23:27:26.392,1132,NO,NO,,,,,,,,,"{""ar"": [""شعر""]}"
1134,22 inch,,ACTIVE,,,2026-04-01 23:27:26.394,2026-04-01 23:27:26.394,1133,NO,NO,,,,,,,,,"{""ar"": [""22""]}"
1140,Women's Perfume,,ACTIVE,,,2026-04-01 23:27:26.408,2026-04-01 23:27:26.408,1139,NO,NO,,,,,,,,,"{""ar"": [""عطر""]}"
1152,Fresh,,ACTIVE,,,2026-04-01 23:27:26.436,2026-04-01 23:27:26.436,1151,NO,NO,,,,,,,,,"{""ar"": [""طازج""]}"
1083,Natural,,ACTIVE,,,2026-04-01 23:27:26.283,2026-04-01 23:27:26.283,1082,NO,NO,,,,,,,,,"{""ar"": [""طبيعي""]}"
1092,Brush Sets,,ACTIVE,,,2026-04-01 23:27:26.301,2026-04-01 23:27:26.301,1091,NO,NO,,,,,,,,,"{""ar"": [""فرشاة""]}"
1110,Conditioner,,ACTIVE,,,2026-04-01 23:27:26.34,2026-04-01 23:27:26.34,1105,NO,NO,,,,,,,,,"{""ar"": [""مكيف""]}"
1113,Mask,,ACTIVE,,,2026-04-01 23:27:26.347,2026-04-01 23:27:26.347,1112,NO,NO,,,,,,,,,"{""ar"": [""قناع""]}"
1120,Medium Hold,,ACTIVE,,,2026-04-01 23:27:26.363,2026-04-01 23:27:26.363,1119,NO,NO,,,,,,,,,"{""ar"": [""متوسط""]}"
1129,Barrel,,ACTIVE,,,2026-04-01 23:27:26.383,2026-04-01 23:27:26.383,1128,NO,NO,,,,,,,,,"{""ar"": [""برميل""]}"
1130,1.25 inch,,ACTIVE,,,2026-04-01 23:27:26.385,2026-04-01 23:27:26.385,1129,NO,NO,,,,,,,,,"{""ar"": [""1.25""]}"
1143,100ml,,ACTIVE,,,2026-04-01 23:27:26.415,2026-04-01 23:27:26.415,1142,NO,NO,,,,,,,,,"{""ar"": [""100ml""]}"
1146,50ml,,ACTIVE,,,2026-04-01 23:27:26.422,2026-04-01 23:27:26.422,1145,NO,NO,,,,,,,,,"{""ar"": [""50ml""]}"
1150,100ml,,ACTIVE,,,2026-04-01 23:27:26.431,2026-04-01 23:27:26.431,1149,NO,NO,,,,,,,,,"{""ar"": [""100ml""]}"
1170,Aluminum Free,,ACTIVE,,,2026-04-01 23:27:26.476,2026-04-01 23:27:26.476,1169,NO,NO,,,,,,,,,"{""ar"": [""ألمنيوم""]}"
1171,Natural,,ACTIVE,,,2026-04-01 23:27:26.479,2026-04-01 23:27:26.479,1170,NO,NO,,,,,,,,,"{""ar"": [""طبيعي""]}"
1082,Magnetic,,ACTIVE,,,2026-04-01 23:27:26.281,2026-04-01 23:27:26.281,1081,NO,NO,,,,,,,,,"{""en"": [""magnetic""]}"
1084,Lips,,ACTIVE,,,2026-04-01 23:27:26.285,2026-04-01 23:27:26.285,1057,NO,NO,,,,,,,,,"{""en"": [""lips""]}"
1086,Matte,,ACTIVE,,,2026-04-01 23:27:26.289,2026-04-01 23:27:26.289,1085,NO,NO,,,,,,,,,"{""en"": [""matte""]}"
1087,Long-Lasting,,ACTIVE,,,2026-04-01 23:27:26.291,2026-04-01 23:27:26.291,1086,NO,NO,,,,,,,,,"{""en"": [""long-lasting""]}"
1089,Plumping,,ACTIVE,,,2026-04-01 23:27:26.295,2026-04-01 23:27:26.295,1088,NO,NO,,,,,,,,,"{""en"": [""plumping""]}"
1090,Clear,,ACTIVE,,,2026-04-01 23:27:26.297,2026-04-01 23:27:26.297,1089,NO,NO,,,,,,,,,"{""en"": [""clear""]}"
1095,Sponges,,ACTIVE,,,2026-04-01 23:27:26.308,2026-04-01 23:27:26.308,1091,NO,NO,,,,,,,,,"{""en"": [""sponges""]}"
1100,Gel,,ACTIVE,,,2026-04-01 23:27:26.318,2026-04-01 23:27:26.318,1099,NO,NO,,,,,,,,,"{""en"": [""gel""]}"
1101,UV Cured,,ACTIVE,,,2026-04-01 23:27:26.32,2026-04-01 23:27:26.32,1100,NO,NO,,,,,,,,,"{""en"": [""uv cured""]}"
1103,Acrylic,,ACTIVE,,,2026-04-01 23:27:26.324,2026-04-01 23:27:26.324,1102,NO,NO,,,,,,,,,"{""en"": [""acrylic""]}"
1104,French Tip,,ACTIVE,,,2026-04-01 23:27:26.327,2026-04-01 23:27:26.327,1103,NO,NO,,,,,,,,,"{""en"": [""french tip""]}"
1108,Tea Tree,,ACTIVE,,,2026-04-01 23:27:26.335,2026-04-01 23:27:26.335,1107,NO,NO,,,,,,,,,"{""en"": [""tea tree""]}"
1109,Sulfate Free,,ACTIVE,,,2026-04-01 23:27:26.337,2026-04-01 23:27:26.337,1108,NO,NO,,,,,,,,,"{""en"": [""sulfate free""]}"
1112,Keratin,,ACTIVE,,,2026-04-01 23:27:26.344,2026-04-01 23:27:26.344,1111,NO,NO,,,,,,,,,"{""en"": [""keratin""]}"
1114,Styling,,ACTIVE,,,2026-04-01 23:27:26.349,2026-04-01 23:27:26.349,1105,NO,NO,,,,,,,,,"{""en"": [""styling""]}"
1116,Strong Hold,,ACTIVE,,,2026-04-01 23:27:26.353,2026-04-01 23:27:26.353,1115,NO,NO,,,,,,,,,"{""en"": [""strong hold""]}"
1119,Matte,,ACTIVE,,,2026-04-01 23:27:26.361,2026-04-01 23:27:26.361,1118,NO,NO,,,,,,,,,"{""en"": [""matte""]}"
1123,Ionic,,ACTIVE,,,2026-04-01 23:27:26.37,2026-04-01 23:27:26.37,1122,NO,NO,,,,,,,,,"{""en"": [""ionic""]}"
1125,Straighteners,,ACTIVE,,,2026-04-01 23:27:26.374,2026-04-01 23:27:26.374,1121,NO,NO,,,,,,,,,"{""en"": [""straighteners""]}"
1132,Clip-In,,ACTIVE,,,2026-04-01 23:27:26.39,2026-04-01 23:27:26.39,1131,NO,NO,,,,,,,,,"{""en"": [""clip-in""]}"
1136,Permanent,,ACTIVE,,,2026-04-01 23:27:26.399,2026-04-01 23:27:26.399,1135,NO,NO,,,,,,,,,"{""en"": [""permanent""]}"
1139,Fragrances,,ACTIVE,,,2026-04-01 23:27:26.406,2026-04-01 23:27:26.406,1025,NO,NO,,,,,,,,,"{""en"": [""fragrances""]}"
1141,Eau de Parfum,,ACTIVE,,,2026-04-01 23:27:26.411,2026-04-01 23:27:26.411,1140,NO,NO,,,,,,,,,"{""en"": [""eau de parfum""]}"
1144,Eau de Toilette,,ACTIVE,,,2026-04-01 23:27:26.418,2026-04-01 23:27:26.418,1140,NO,NO,,,,,,,,,"{""en"": [""eau de toilette""]}"
1145,Floral,,ACTIVE,,,2026-04-01 23:27:26.42,2026-04-01 23:27:26.42,1144,NO,NO,,,,,,,,,"{""en"": [""floral""]}"
1148,Eau de Parfum,,ACTIVE,,,2026-04-01 23:27:26.426,2026-04-01 23:27:26.426,1147,NO,NO,,,,,,,,,"{""en"": [""eau de parfum""]}"
1149,Woody,,ACTIVE,,,2026-04-01 23:27:26.428,2026-04-01 23:27:26.428,1148,NO,NO,,,,,,,,,"{""en"": [""woody""]}"
1151,Eau de Toilette,,ACTIVE,,,2026-04-01 23:27:26.433,2026-04-01 23:27:26.433,1147,NO,NO,,,,,,,,,"{""en"": [""eau de toilette""]}"
1155,Niche,,ACTIVE,,,2026-04-01 23:27:26.442,2026-04-01 23:27:26.442,1154,NO,NO,,,,,,,,,"{""en"": [""niche""]}"
1156,Oud-Based,,ACTIVE,,,2026-04-01 23:27:26.444,2026-04-01 23:27:26.444,1155,NO,NO,,,,,,,,,"{""en"": [""oud-based""]}"
1158,Arabian Perfumes,,ACTIVE,,,2026-04-01 23:27:26.449,2026-04-01 23:27:26.449,1139,NO,NO,,,,,,,,,"{""en"": [""arabian perfumes""]}"
1159,Bakhoor,,ACTIVE,,,2026-04-01 23:27:26.451,2026-04-01 23:27:26.451,1158,NO,NO,,,,,,,,,"{""en"": [""bakhoor""]}"
1161,Cambodian,,ACTIVE,,,2026-04-01 23:27:26.455,2026-04-01 23:27:26.455,1160,NO,NO,,,,,,,,,"{""en"": [""cambodian""]}"
1163,Musk,,ACTIVE,,,2026-04-01 23:27:26.46,2026-04-01 23:27:26.46,1162,NO,NO,,,,,,,,,"{""en"": [""musk""]}"
1165,Frankincense,,ACTIVE,,,2026-04-01 23:27:26.465,2026-04-01 23:27:26.465,1158,NO,NO,,,,,,,,,"{""en"": [""frankincense""]}"
1166,Omani Luban,,ACTIVE,,,2026-04-01 23:27:26.467,2026-04-01 23:27:26.467,1165,NO,NO,,,,,,,,,"{""en"": [""omani luban""]}"
